index,championId,championLevel,championPoints,lastPlayTime,championPointsSinceLastLevel,championPointsUntilNextLevel,chestGranted,tokensEarned,summonerId,date
762,28,3,6980,1603831123000,980,5620,0,0,5kuUPBajcvsY4fUYMTxV2_SoR9TirRb52TBj9CmQiga2mA,2021-03-10
763,497,3,6975,1569814204000,975,5625,0,0,5kuUPBajcvsY4fUYMTxV2_SoR9TirRb52TBj9CmQiga2mA,2021-03-10
764,82,3,6868,1609777025000,868,5732,0,0,5kuUPBajcvsY4fUYMTxV2_SoR9TirRb52TBj9CmQiga2mA,2021-03-10
765,133,3,6683,1603312733000,683,5917,0,0,5kuUPBajcvsY4fUYMTxV2_SoR9TirRb52TBj9CmQiga2mA,2021-03-10
766,61,3,6392,1613327829000,392,6208,0,0,5kuUPBajcvsY4fUYMTxV2_SoR9TirRb52TBj9CmQiga2mA,2021-03-10
767,20,3,6049,1527310820000,49,6551,0,0,5kuUPBajcvsY4fUYMTxV2_SoR9TirRb52TBj9CmQiga2mA,2021-03-10
768,254,2,5894,1485756172000,4094,106,0,0,5kuUPBajcvsY4fUYMTxV2_SoR9TirRb52TBj9CmQiga2mA,2021-03-10
769,115,2,5822,1605499292000,4022,178,0,0,5kuUPBajcvsY4fUYMTxV2_SoR9TirRb52TBj9CmQiga2mA,2021-03-10
770,150,2,5732,1603929885000,3932,268,0,0,5kuUPBajcvsY4fUYMTxV2_SoR9TirRb52TBj9CmQiga2mA,2021-03-10
771,2,2,5681,1490174879000,3881,319,0,0,5kuUPBajcvsY4fUYMTxV2_SoR9TirRb52TBj9CmQiga2mA,2021-03-10
772,18,2,5639,1609788135000,3839,361,0,0,5kuUPBajcvsY4fUYMTxV2_SoR9TirRb52TBj9CmQiga2mA,2021-03-10
773,68,2,5593,1565389925000,3793,407,0,0,5kuUPBajcvsY4fUYMTxV2_SoR9TirRb52TBj9CmQiga2mA,2021-03-10
774,99,2,5593,1613313058000,3793,407,0,0,5kuUPBajcvsY4fUYMTxV2_SoR9TirRb52TBj9CmQiga2mA,2021-03-10
775,4,2,5576,1605491402000,3776,424,0,0,5kuUPBajcvsY4fUYMTxV2_SoR9TirRb52TBj9CmQiga2mA,2021-03-10
776,83,2,5285,1612741652000,3485,715,0,0,5kuUPBajcvsY4fUYMTxV2_SoR9TirRb52TBj9CmQiga2mA,2021-03-10
777,79,2,5113,1599405317000,3313,887,0,0,5kuUPBajcvsY4fUYMTxV2_SoR9TirRb52TBj9CmQiga2mA,2021-03-10
778,119,2,5070,1579230941000,3270,930,0,0,5kuUPBajcvsY4fUYMTxV2_SoR9TirRb52TBj9CmQiga2mA,2021-03-10
779,127,2,4742,1606871686000,2942,1258,0,0,5kuUPBajcvsY4fUYMTxV2_SoR9TirRb52TBj9CmQiga2mA,2021-03-10
780,69,2,4711,1584056038000,2911,1289,0,0,5kuUPBajcvsY4fUYMTxV2_SoR9TirRb52TBj9CmQiga2mA,2021-03-10
781,80,2,4557,1576990892000,2757,1443,0,0,5kuUPBajcvsY4fUYMTxV2_SoR9TirRb52TBj9CmQiga2mA,2021-03-10
782,103,2,4484,1596472429000,2684,1516,0,0,5kuUPBajcvsY4fUYMTxV2_SoR9TirRb52TBj9CmQiga2mA,2021-03-10
783,19,2,4258,1518464744000,2458,1742,0,0,5kuUPBajcvsY4fUYMTxV2_SoR9TirRb52TBj9CmQiga2mA,2021-03-10
784,102,2,4134,1589161941000,2334,1866,0,0,5kuUPBajcvsY4fUYMTxV2_SoR9TirRb52TBj9CmQiga2mA,2021-03-10
785,136,2,3966,1607130591000,2166,2034,0,0,5kuUPBajcvsY4fUYMTxV2_SoR9TirRb52TBj9CmQiga2mA,2021-03-10
786,1,2,3857,1592582999000,2057,2143,0,0,5kuUPBajcvsY4fUYMTxV2_SoR9TirRb52TBj9CmQiga2mA,2021-03-10
787,360,2,3678,1606869804000,1878,2322,0,0,5kuUPBajcvsY4fUYMTxV2_SoR9TirRb52TBj9CmQiga2mA,2021-03-10
788,267,2,3482,1581107048000,1682,2518,0,0,5kuUPBajcvsY4fUYMTxV2_SoR9TirRb52TBj9CmQiga2mA,2021-03-10
789,32,2,3410,1472670778000,1610,2590,0,0,5kuUPBajcvsY4fUYMTxV2_SoR9TirRb52TBj9CmQiga2mA,2021-03-10
790,350,2,3052,1605535641000,1252,2948,0,0,5kuUPBajcvsY4fUYMTxV2_SoR9TirRb52TBj9CmQiga2mA,2021-03-10
791,78,2,2965,1605443878000,1165,3035,0,0,5kuUPBajcvsY4fUYMTxV2_SoR9TirRb52TBj9CmQiga2mA,2021-03-10
792,112,2,2930,1607375702000,1130,3070,0,0,5kuUPBajcvsY4fUYMTxV2_SoR9TirRb52TBj9CmQiga2mA,2021-03-10
793,875,2,2799,1601584368000,999,3201,0,0,5kuUPBajcvsY4fUYMTxV2_SoR9TirRb52TBj9CmQiga2mA,2021-03-10
794,72,2,2759,1530993003000,959,3241,0,0,5kuUPBajcvsY4fUYMTxV2_SoR9TirRb52TBj9CmQiga2mA,2021-03-10
795,223,2,2523,1527956496000,723,3477,0,0,5kuUPBajcvsY4fUYMTxV2_SoR9TirRb52TBj9CmQiga2mA,2021-03-10
796,203,2,2513,1583668135000,713,3487,0,0,5kuUPBajcvsY4fUYMTxV2_SoR9TirRb52TBj9CmQiga2mA,2021-03-10
797,266,2,2512,1612565514000,712,3488,0,0,5kuUPBajcvsY4fUYMTxV2_SoR9TirRb52TBj9CmQiga2mA,2021-03-10
798,240,2,2298,1571015612000,498,3702,0,0,5kuUPBajcvsY4fUYMTxV2_SoR9TirRb52TBj9CmQiga2mA,2021-03-10
799,44,2,2203,1530731979000,403,3797,0,0,5kuUPBajcvsY4fUYMTxV2_SoR9TirRb52TBj9CmQiga2mA,2021-03-10
800,777,2,2199,1611611941000,399,3801,0,0,5kuUPBajcvsY4fUYMTxV2_SoR9TirRb52TBj9CmQiga2mA,2021-03-10
801,268,2,2107,1607552826000,307,3893,0,0,5kuUPBajcvsY4fUYMTxV2_SoR9TirRb52TBj9CmQiga2mA,2021-03-10
802,163,2,2087,1589167358000,287,3913,0,0,5kuUPBajcvsY4fUYMTxV2_SoR9TirRb52TBj9CmQiga2mA,2021-03-10
803,555,1,1792,1607833736000,1792,8,0,0,5kuUPBajcvsY4fUYMTxV2_SoR9TirRb52TBj9CmQiga2mA,2021-03-10
804,429,1,1494,1586905411000,1494,306,0,0,5kuUPBajcvsY4fUYMTxV2_SoR9TirRb52TBj9CmQiga2mA,2021-03-10
805,5,1,1359,1488233104000,1359,441,0,0,5kuUPBajcvsY4fUYMTxV2_SoR9TirRb52TBj9CmQiga2mA,2021-03-10
806,427,1,1213,1606861047000,1213,587,0,0,5kuUPBajcvsY4fUYMTxV2_SoR9TirRb52TBj9CmQiga2mA,2021-03-10
807,876,1,1199,1612545037000,1199,601,0,0,5kuUPBajcvsY4fUYMTxV2_SoR9TirRb52TBj9CmQiga2mA,2021-03-10
808,523,1,1172,1593469618000,1172,628,0,0,5kuUPBajcvsY4fUYMTxV2_SoR9TirRb52TBj9CmQiga2mA,2021-03-10
809,201,1,820,1513301111000,820,980,0,0,5kuUPBajcvsY4fUYMTxV2_SoR9TirRb52TBj9CmQiga2mA,2021-03-10
810,246,1,732,1575868724000,732,1068,0,0,5kuUPBajcvsY4fUYMTxV2_SoR9TirRb52TBj9CmQiga2mA,2021-03-10
811,60,1,685,1504064387000,685,1115,0,0,5kuUPBajcvsY4fUYMTxV2_SoR9TirRb52TBj9CmQiga2mA,2021-03-10
812,518,1,669,1575401715000,669,1131,0,0,5kuUPBajcvsY4fUYMTxV2_SoR9TirRb52TBj9CmQiga2mA,2021-03-10
813,421,1,340,1467948394000,340,1460,0,0,5kuUPBajcvsY4fUYMTxV2_SoR9TirRb52TBj9CmQiga2mA,2021-03-10
814,154,1,157,1579404339000,157,1643,0,0,5kuUPBajcvsY4fUYMTxV2_SoR9TirRb52TBj9CmQiga2mA,2021-03-10
815,147,1,135,1604018660000,135,1665,0,0,5kuUPBajcvsY4fUYMTxV2_SoR9TirRb52TBj9CmQiga2mA,2021-03-10
816,67,7,697449,1615750815000,675849,0,1,0,aMEBpRtdyte42NBvGV7VPS5RC5hDvc-VHYqlbUjruRBKoQ,2021-03-10
817,41,7,374505,1611275308000,352905,0,0,0,aMEBpRtdyte42NBvGV7VPS5RC5hDvc-VHYqlbUjruRBKoQ,2021-03-10
818,236,7,336057,1615779035000,314457,0,0,0,aMEBpRtdyte42NBvGV7VPS5RC5hDvc-VHYqlbUjruRBKoQ,2021-03-10
819,238,7,221869,1615169059000,200269,0,1,0,aMEBpRtdyte42NBvGV7VPS5RC5hDvc-VHYqlbUjruRBKoQ,2021-03-10
820,64,7,217284,1611609060000,195684,0,1,0,aMEBpRtdyte42NBvGV7VPS5RC5hDvc-VHYqlbUjruRBKoQ,2021-03-10
821,81,6,216289,1612560846000,194689,0,0,3,aMEBpRtdyte42NBvGV7VPS5RC5hDvc-VHYqlbUjruRBKoQ,2021-03-10
822,157,6,147651,1612738680000,126051,0,1,3,aMEBpRtdyte42NBvGV7VPS5RC5hDvc-VHYqlbUjruRBKoQ,2021-03-10
823,119,5,77676,1606871867000,56076,0,0,2,aMEBpRtdyte42NBvGV7VPS5RC5hDvc-VHYqlbUjruRBKoQ,2021-03-10
824,7,5,50757,1610938985000,29157,0,0,2,aMEBpRtdyte42NBvGV7VPS5RC5hDvc-VHYqlbUjruRBKoQ,2021-03-10
825,145,5,39853,1611433516000,18253,0,0,2,aMEBpRtdyte42NBvGV7VPS5RC5hDvc-VHYqlbUjruRBKoQ,2021-03-10
826,92,5,38975,1535321678000,17375,0,0,2,aMEBpRtdyte42NBvGV7VPS5RC5hDvc-VHYqlbUjruRBKoQ,2021-03-10
827,202,5,38029,1609900383000,16429,0,0,2,aMEBpRtdyte42NBvGV7VPS5RC5hDvc-VHYqlbUjruRBKoQ,2021-03-10
828,51,5,37724,1610689465000,16124,0,0,2,aMEBpRtdyte42NBvGV7VPS5RC5hDvc-VHYqlbUjruRBKoQ,2021-03-10
829,103,5,34576,1605671639000,12976,0,0,2,aMEBpRtdyte42NBvGV7VPS5RC5hDvc-VHYqlbUjruRBKoQ,2021-03-10
830,21,5,34152,1603068850000,12552,0,0,2,aMEBpRtdyte42NBvGV7VPS5RC5hDvc-VHYqlbUjruRBKoQ,2021-03-10
831,29,5,31654,1604284116000,10054,0,0,2,aMEBpRtdyte42NBvGV7VPS5RC5hDvc-VHYqlbUjruRBKoQ,2021-03-10
832,222,5,30928,1615165997000,9328,0,0,2,aMEBpRtdyte42NBvGV7VPS5RC5hDvc-VHYqlbUjruRBKoQ,2021-03-10
833,114,5,28660,1609559813000,7060,0,0,2,aMEBpRtdyte42NBvGV7VPS5RC5hDvc-VHYqlbUjruRBKoQ,2021-03-10
834,104,5,24013,1610756509000,2413,0,0,0,aMEBpRtdyte42NBvGV7VPS5RC5hDvc-VHYqlbUjruRBKoQ,2021-03-10
835,412,5,23630,1602631063000,2030,0,0,0,aMEBpRtdyte42NBvGV7VPS5RC5hDvc-VHYqlbUjruRBKoQ,2021-03-10
836,126,5,22740,1611468479000,1140,0,0,0,aMEBpRtdyte42NBvGV7VPS5RC5hDvc-VHYqlbUjruRBKoQ,2021-03-10
837,1,5,22185,1517793635000,585,0,0,0,aMEBpRtdyte42NBvGV7VPS5RC5hDvc-VHYqlbUjruRBKoQ,2021-03-10
838,105,4,20655,1514853367000,8055,945,0,0,aMEBpRtdyte42NBvGV7VPS5RC5hDvc-VHYqlbUjruRBKoQ,2021-03-10
839,39,4,18743,1605061698000,6143,2857,0,0,aMEBpRtdyte42NBvGV7VPS5RC5hDvc-VHYqlbUjruRBKoQ,2021-03-10
840,53,4,18536,1590808569000,5936,3064,0,0,aMEBpRtdyte42NBvGV7VPS5RC5hDvc-VHYqlbUjruRBKoQ,2021-03-10
841,18,4,18502,1612311294000,5902,3098,0,0,aMEBpRtdyte42NBvGV7VPS5RC5hDvc-VHYqlbUjruRBKoQ,2021-03-10
842,133,4,17941,1610073119000,5341,3659,0,0,aMEBpRtdyte42NBvGV7VPS5RC5hDvc-VHYqlbUjruRBKoQ,2021-03-10
843,498,4,17362,1599774305000,4762,4238,0,0,aMEBpRtdyte42NBvGV7VPS5RC5hDvc-VHYqlbUjruRBKoQ,2021-03-10
844,141,4,16998,1585365468000,4398,4602,0,0,aMEBpRtdyte42NBvGV7VPS5RC5hDvc-VHYqlbUjruRBKoQ,2021-03-10
845,429,4,16413,1603924755000,3813,5187,0,0,aMEBpRtdyte42NBvGV7VPS5RC5hDvc-VHYqlbUjruRBKoQ,2021-03-10
846,45,4,16107,1602827096000,3507,5493,0,0,aMEBpRtdyte42NBvGV7VPS5RC5hDvc-VHYqlbUjruRBKoQ,2021-03-10
847,15,4,13970,1607654354000,1370,7630,0,0,aMEBpRtdyte42NBvGV7VPS5RC5hDvc-VHYqlbUjruRBKoQ,2021-03-10
848,203,4,13784,1604273341000,1184,7816,0,0,aMEBpRtdyte42NBvGV7VPS5RC5hDvc-VHYqlbUjruRBKoQ,2021-03-10
849,22,4,13470,1608154537000,870,8130,0,0,aMEBpRtdyte42NBvGV7VPS5RC5hDvc-VHYqlbUjruRBKoQ,2021-03-10
850,63,3,12339,1608001844000,6339,261,0,0,aMEBpRtdyte42NBvGV7VPS5RC5hDvc-VHYqlbUjruRBKoQ,2021-03-10
851,80,3,11513,1488986853000,5513,1087,0,0,aMEBpRtdyte42NBvGV7VPS5RC5hDvc-VHYqlbUjruRBKoQ,2021-03-10
852,164,3,11218,1608408739000,5218,1382,0,0,aMEBpRtdyte42NBvGV7VPS5RC5hDvc-VHYqlbUjruRBKoQ,2021-03-10
853,25,3,10463,1599771579000,4463,2137,0,0,aMEBpRtdyte42NBvGV7VPS5RC5hDvc-VHYqlbUjruRBKoQ,2021-03-10
854,59,3,10444,1610941786000,4444,2156,0,0,aMEBpRtdyte42NBvGV7VPS5RC5hDvc-VHYqlbUjruRBKoQ,2021-03-10
855,110,3,9996,1599588426000,3996,2604,0,0,aMEBpRtdyte42NBvGV7VPS5RC5hDvc-VHYqlbUjruRBKoQ,2021-03-10
856,163,3,9124,1610218887000,3124,3476,0,0,aMEBpRtdyte42NBvGV7VPS5RC5hDvc-VHYqlbUjruRBKoQ,2021-03-10
857,61,3,8653,1532723401000,2653,3947,0,0,aMEBpRtdyte42NBvGV7VPS5RC5hDvc-VHYqlbUjruRBKoQ,2021-03-10
858,62,3,8383,1605136781000,2383,4217,0,0,aMEBpRtdyte42NBvGV7VPS5RC5hDvc-VHYqlbUjruRBKoQ,2021-03-10
859,99,3,8340,1604980801000,2340,4260,0,0,aMEBpRtdyte42NBvGV7VPS5RC5hDvc-VHYqlbUjruRBKoQ,2021-03-10
860,115,3,7960,1532047036000,1960,4640,0,0,aMEBpRtdyte42NBvGV7VPS5RC5hDvc-VHYqlbUjruRBKoQ,2021-03-10
861,55,3,7869,1531787903000,1869,4731,0,0,aMEBpRtdyte42NBvGV7VPS5RC5hDvc-VHYqlbUjruRBKoQ,2021-03-10
862,43,3,7086,1608681435000,1086,5514,0,0,aMEBpRtdyte42NBvGV7VPS5RC5hDvc-VHYqlbUjruRBKoQ,2021-03-10
863,89,3,6468,1608152913000,468,6132,0,0,aMEBpRtdyte42NBvGV7VPS5RC5hDvc-VHYqlbUjruRBKoQ,2021-03-10
864,42,2,5797,1609890555000,3997,203,0,0,aMEBpRtdyte42NBvGV7VPS5RC5hDvc-VHYqlbUjruRBKoQ,2021-03-10
865,79,2,5509,1610943495000,3709,491,0,0,aMEBpRtdyte42NBvGV7VPS5RC5hDvc-VHYqlbUjruRBKoQ,2021-03-10
866,10,2,5270,1610147301000,3470,730,0,0,aMEBpRtdyte42NBvGV7VPS5RC5hDvc-VHYqlbUjruRBKoQ,2021-03-10
867,17,2,5085,1610148990000,3285,915,0,0,aMEBpRtdyte42NBvGV7VPS5RC5hDvc-VHYqlbUjruRBKoQ,2021-03-10
868,35,2,5038,1611519368000,3238,962,0,0,aMEBpRtdyte42NBvGV7VPS5RC5hDvc-VHYqlbUjruRBKoQ,2021-03-10
869,84,2,5002,1609567044000,3202,998,0,0,aMEBpRtdyte42NBvGV7VPS5RC5hDvc-VHYqlbUjruRBKoQ,2021-03-10
870,101,2,4543,1610144005000,2743,1457,0,0,aMEBpRtdyte42NBvGV7VPS5RC5hDvc-VHYqlbUjruRBKoQ,2021-03-10
871,266,2,4481,1503432018000,2681,1519,0,0,aMEBpRtdyte42NBvGV7VPS5RC5hDvc-VHYqlbUjruRBKoQ,2021-03-10
872,91,2,4345,1607113874000,2545,1655,0,0,aMEBpRtdyte42NBvGV7VPS5RC5hDvc-VHYqlbUjruRBKoQ,2021-03-10
873,58,2,4208,1589779821000,2408,1792,0,0,aMEBpRtdyte42NBvGV7VPS5RC5hDvc-VHYqlbUjruRBKoQ,2021-03-10
874,432,2,4111,1585373045000,2311,1889,0,0,aMEBpRtdyte42NBvGV7VPS5RC5hDvc-VHYqlbUjruRBKoQ,2021-03-10
875,4,2,4004,1611265166000,2204,1996,0,0,aMEBpRtdyte42NBvGV7VPS5RC5hDvc-VHYqlbUjruRBKoQ,2021-03-10
876,777,2,3810,1609048697000,2010,2190,0,0,aMEBpRtdyte42NBvGV7VPS5RC5hDvc-VHYqlbUjruRBKoQ,2021-03-10
877,76,2,3252,1526002517000,1452,2748,0,0,aMEBpRtdyte42NBvGV7VPS5RC5hDvc-VHYqlbUjruRBKoQ,2021-03-10
878,60,2,3219,1511440430000,1419,2781,0,0,aMEBpRtdyte42NBvGV7VPS5RC5hDvc-VHYqlbUjruRBKoQ,2021-03-10
879,30,2,3124,1588137604000,1324,2876,0,0,aMEBpRtdyte42NBvGV7VPS5RC5hDvc-VHYqlbUjruRBKoQ,2021-03-10
880,122,2,3079,1590448307000,1279,2921,0,0,aMEBpRtdyte42NBvGV7VPS5RC5hDvc-VHYqlbUjruRBKoQ,2021-03-10
881,23,2,2511,1461817999000,711,3489,0,0,aMEBpRtdyte42NBvGV7VPS5RC5hDvc-VHYqlbUjruRBKoQ,2021-03-10
882,54,2,2349,1512764996000,549,3651,0,0,aMEBpRtdyte42NBvGV7VPS5RC5hDvc-VHYqlbUjruRBKoQ,2021-03-10
883,360,2,2280,1607731811000,480,3720,0,0,aMEBpRtdyte42NBvGV7VPS5RC5hDvc-VHYqlbUjruRBKoQ,2021-03-10
884,24,2,2034,1572661295000,234,3966,0,0,aMEBpRtdyte42NBvGV7VPS5RC5hDvc-VHYqlbUjruRBKoQ,2021-03-10
885,112,2,2001,1589784185000,201,3999,0,0,aMEBpRtdyte42NBvGV7VPS5RC5hDvc-VHYqlbUjruRBKoQ,2021-03-10
886,86,2,1980,1446422344000,180,4020,0,0,aMEBpRtdyte42NBvGV7VPS5RC5hDvc-VHYqlbUjruRBKoQ,2021-03-10
887,11,2,1970,1488571099000,170,4030,0,0,aMEBpRtdyte42NBvGV7VPS5RC5hDvc-VHYqlbUjruRBKoQ,2021-03-10
888,254,1,1776,1507303856000,1776,24,0,0,aMEBpRtdyte42NBvGV7VPS5RC5hDvc-VHYqlbUjruRBKoQ,2021-03-10
889,27,1,1764,1503356925000,1764,36,0,0,aMEBpRtdyte42NBvGV7VPS5RC5hDvc-VHYqlbUjruRBKoQ,2021-03-10
890,74,1,1718,1504380149000,1718,82,0,0,aMEBpRtdyte42NBvGV7VPS5RC5hDvc-VHYqlbUjruRBKoQ,2021-03-10
891,28,1,1707,1562557726000,1707,93,0,0,aMEBpRtdyte42NBvGV7VPS5RC5hDvc-VHYqlbUjruRBKoQ,2021-03-10
892,161,1,1706,1609547597000,1706,94,0,0,aMEBpRtdyte42NBvGV7VPS5RC5hDvc-VHYqlbUjruRBKoQ,2021-03-10
893,107,1,1703,1559960963000,1703,97,0,0,aMEBpRtdyte42NBvGV7VPS5RC5hDvc-VHYqlbUjruRBKoQ,2021-03-10
894,555,1,1691,1608849214000,1691,109,0,0,aMEBpRtdyte42NBvGV7VPS5RC5hDvc-VHYqlbUjruRBKoQ,2021-03-10
895,38,1,1474,1513798740000,1474,326,0,0,aMEBpRtdyte42NBvGV7VPS5RC5hDvc-VHYqlbUjruRBKoQ,2021-03-10
896,32,1,1445,1512772810000,1445,355,0,0,aMEBpRtdyte42NBvGV7VPS5RC5hDvc-VHYqlbUjruRBKoQ,2021-03-10
897,37,1,1328,1504034472000,1328,472,0,0,aMEBpRtdyte42NBvGV7VPS5RC5hDvc-VHYqlbUjruRBKoQ,2021-03-10
898,20,1,1317,1514457796000,1317,483,0,0,aMEBpRtdyte42NBvGV7VPS5RC5hDvc-VHYqlbUjruRBKoQ,2021-03-10
899,78,1,1246,1456674366000,1246,554,0,0,aMEBpRtdyte42NBvGV7VPS5RC5hDvc-VHYqlbUjruRBKoQ,2021-03-10
900,26,1,1231,1610077334000,1231,569,0,0,aMEBpRtdyte42NBvGV7VPS5RC5hDvc-VHYqlbUjruRBKoQ,2021-03-10
901,106,1,1180,1589140417000,1180,620,0,0,aMEBpRtdyte42NBvGV7VPS5RC5hDvc-VHYqlbUjruRBKoQ,2021-03-10
902,50,1,1134,1589138153000,1134,666,0,0,aMEBpRtdyte42NBvGV7VPS5RC5hDvc-VHYqlbUjruRBKoQ,2021-03-10
903,268,1,1121,1607634043000,1121,679,0,0,aMEBpRtdyte42NBvGV7VPS5RC5hDvc-VHYqlbUjruRBKoQ,2021-03-10
904,350,1,1113,1559956472000,1113,687,0,0,aMEBpRtdyte42NBvGV7VPS5RC5hDvc-VHYqlbUjruRBKoQ,2021-03-10
905,98,1,1046,1446820565000,1046,754,0,0,aMEBpRtdyte42NBvGV7VPS5RC5hDvc-VHYqlbUjruRBKoQ,2021-03-10
906,75,1,955,1484976132000,955,845,0,0,aMEBpRtdyte42NBvGV7VPS5RC5hDvc-VHYqlbUjruRBKoQ,2021-03-10
907,31,1,890,1502466190000,890,910,0,0,aMEBpRtdyte42NBvGV7VPS5RC5hDvc-VHYqlbUjruRBKoQ,2021-03-10
908,48,1,802,1608000439000,802,998,0,0,aMEBpRtdyte42NBvGV7VPS5RC5hDvc-VHYqlbUjruRBKoQ,2021-03-10
909,96,1,750,1516681931000,750,1050,0,0,aMEBpRtdyte42NBvGV7VPS5RC5hDvc-VHYqlbUjruRBKoQ,2021-03-10
910,267,1,727,1513045511000,727,1073,0,0,aMEBpRtdyte42NBvGV7VPS5RC5hDvc-VHYqlbUjruRBKoQ,2021-03-10
911,34,1,647,1531785325000,647,1153,0,0,aMEBpRtdyte42NBvGV7VPS5RC5hDvc-VHYqlbUjruRBKoQ,2021-03-10
912,246,1,585,1608250850000,585,1215,0,0,aMEBpRtdyte42NBvGV7VPS5RC5hDvc-VHYqlbUjruRBKoQ,2021-03-10
913,5,1,476,1502599652000,476,1324,0,0,aMEBpRtdyte42NBvGV7VPS5RC5hDvc-VHYqlbUjruRBKoQ,2021-03-10
914,44,1,461,1488746387000,461,1339,0,0,aMEBpRtdyte42NBvGV7VPS5RC5hDvc-VHYqlbUjruRBKoQ,2021-03-10
915,36,1,337,1488094405000,337,1463,0,0,aMEBpRtdyte42NBvGV7VPS5RC5hDvc-VHYqlbUjruRBKoQ,2021-03-10
916,497,1,271,1609723836000,271,1529,0,0,aMEBpRtdyte42NBvGV7VPS5RC5hDvc-VHYqlbUjruRBKoQ,2021-03-10
917,9,1,223,1539293836000,223,1577,0,0,aMEBpRtdyte42NBvGV7VPS5RC5hDvc-VHYqlbUjruRBKoQ,2021-03-10
918,13,1,189,1604279032000,189,1611,0,0,aMEBpRtdyte42NBvGV7VPS5RC5hDvc-VHYqlbUjruRBKoQ,2021-03-10
919,69,1,158,1487962706000,158,1642,0,0,aMEBpRtdyte42NBvGV7VPS5RC5hDvc-VHYqlbUjruRBKoQ,2021-03-10
920,57,1,153,1484978186000,153,1647,0,0,aMEBpRtdyte42NBvGV7VPS5RC5hDvc-VHYqlbUjruRBKoQ,2021-03-10
921,72,1,137,1461878700000,137,1663,0,0,aMEBpRtdyte42NBvGV7VPS5RC5hDvc-VHYqlbUjruRBKoQ,2021-03-10
922,14,1,131,1606960163000,131,1669,0,0,aMEBpRtdyte42NBvGV7VPS5RC5hDvc-VHYqlbUjruRBKoQ,2021-03-10
923,245,1,126,1511446331000,126,1674,0,0,aMEBpRtdyte42NBvGV7VPS5RC5hDvc-VHYqlbUjruRBKoQ,2021-03-10
924,121,1,116,1511546609000,116,1684,0,0,aMEBpRtdyte42NBvGV7VPS5RC5hDvc-VHYqlbUjruRBKoQ,2021-03-10
1068,39,7,417059,1615159045000,395459,0,1,0,_czcfgJsJqVcQCC054LnjkfF8YVgfyP1Q4iT-YGFPS9U7A,2021-03-10
1069,81,7,206278,1585369216000,184678,0,0,0,_czcfgJsJqVcQCC054LnjkfF8YVgfyP1Q4iT-YGFPS9U7A,2021-03-10
1070,67,7,191946,1605407983000,170346,0,0,0,_czcfgJsJqVcQCC054LnjkfF8YVgfyP1Q4iT-YGFPS9U7A,2021-03-10
1071,64,7,171226,1587959817000,149626,0,0,0,_czcfgJsJqVcQCC054LnjkfF8YVgfyP1Q4iT-YGFPS9U7A,2021-03-10
1072,236,7,166736,1585257451000,145136,0,0,0,_czcfgJsJqVcQCC054LnjkfF8YVgfyP1Q4iT-YGFPS9U7A,2021-03-10
1073,202,7,145322,1595820540000,123722,0,0,0,_czcfgJsJqVcQCC054LnjkfF8YVgfyP1Q4iT-YGFPS9U7A,2021-03-10
1074,498,7,138092,1614174119000,116492,0,1,0,_czcfgJsJqVcQCC054LnjkfF8YVgfyP1Q4iT-YGFPS9U7A,2021-03-10
1075,101,6,115451,1609192362000,93851,0,0,3,_czcfgJsJqVcQCC054LnjkfF8YVgfyP1Q4iT-YGFPS9U7A,2021-03-10
1076,110,7,101087,1584949253000,79487,0,0,0,_czcfgJsJqVcQCC054LnjkfF8YVgfyP1Q4iT-YGFPS9U7A,2021-03-10
1077,122,5,81223,1615160831000,59623,0,1,2,_czcfgJsJqVcQCC054LnjkfF8YVgfyP1Q4iT-YGFPS9U7A,2021-03-10
1078,18,7,74698,1562867771000,53098,0,0,0,_czcfgJsJqVcQCC054LnjkfF8YVgfyP1Q4iT-YGFPS9U7A,2021-03-10
1079,77,5,73687,1613190060000,52087,0,0,2,_czcfgJsJqVcQCC054LnjkfF8YVgfyP1Q4iT-YGFPS9U7A,2021-03-10
1080,875,7,71591,1615745143000,49991,0,1,0,_czcfgJsJqVcQCC054LnjkfF8YVgfyP1Q4iT-YGFPS9U7A,2021-03-10
1081,51,7,70795,1579644506000,49195,0,0,0,_czcfgJsJqVcQCC054LnjkfF8YVgfyP1Q4iT-YGFPS9U7A,2021-03-10
1082,429,7,69920,1573347620000,48320,0,0,0,_czcfgJsJqVcQCC054LnjkfF8YVgfyP1Q4iT-YGFPS9U7A,2021-03-10
1083,245,5,66595,1608930177000,44995,0,0,2,_czcfgJsJqVcQCC054LnjkfF8YVgfyP1Q4iT-YGFPS9U7A,2021-03-10
1084,103,6,61236,1595802082000,39636,0,0,1,_czcfgJsJqVcQCC054LnjkfF8YVgfyP1Q4iT-YGFPS9U7A,2021-03-10
1085,222,7,61185,1578432249000,39585,0,0,0,_czcfgJsJqVcQCC054LnjkfF8YVgfyP1Q4iT-YGFPS9U7A,2021-03-10
1086,412,5,59917,1574774587000,38317,0,0,2,_czcfgJsJqVcQCC054LnjkfF8YVgfyP1Q4iT-YGFPS9U7A,2021-03-10
1087,84,6,59358,1609026382000,37758,0,0,3,_czcfgJsJqVcQCC054LnjkfF8YVgfyP1Q4iT-YGFPS9U7A,2021-03-10
1088,121,7,57107,1613671200000,35507,0,0,0,_czcfgJsJqVcQCC054LnjkfF8YVgfyP1Q4iT-YGFPS9U7A,2021-03-10
